GHGRP ID No. / No d'identification du PDGES,Reference Year / Année de référence,Facility Name / Nom de l'installation,Facility City or District or Municipality / Ville ou District ou Municipalité de l'installation,Facility Province or Territory / Province ou territoire de l'installation,Facility NPRI ID / Numéro d'identification de l'INRP,Facility NAICS Code / Code SCIAN de l'installation,English Facility NAICS Code Description / Description du code SCIAN de l'installation en anglais,French Facility NAICS Code Description / Description du code SCIAN de l'installation en français,Reporting Company Legal Name / Dénomination sociale de la société déclarante,Reporting Company Trade Name / Nom commercial de la société déclarante,CO2 (tonnes),CH4 (tonnes),CH4 (tonnes CO2e / tonnes éq. CO2),N2O (tonnes),N2O (tonnes CO2e / tonnes éq. CO2),Total Emissions (tonnes CO2e) / Émissions totales (tonnes éq. CO2)
G10390,2013,Long Lake Project,FORT MCMURRAY,Alberta,22378,211114,Non-Conventional Oil Extraction,Extraction de pétrole par des méthodes non classiques,Nexen Energy ULC.,Nexen Energy ULC.,4112991,366.599997,10264.79992,57.66,15279.9,4138535.7
G10391,2013,Mazeppa Sour Gas Plant,HIGH RIVER,Alberta,653,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,Mazeppa Processing Partnership Limited,Mazeppa Processing Partnership Limited,64377.59863,25.101,702.828,0.628,166.42,65246.84663
G10392,2013,Navajo Metals,CALGARY,Alberta,3775,339990,All Other Miscellaneous Manufacturing,Toutes les autres activités diverses de fabrication,General Scrap Partnership,General Scrap Partnership,1888.530029,0.05,1.4,0.132,34.98,1924.910029
G10393,2013,Thebaud Platform,OFFSHORE,Nova Scotia,8023,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,ExxonMobil Canada Properties,ExxonMobil Canada Properties,134221.8797,2064.550025,57807.4007,4.45,1179.25,193208.5304
G10394,2013,Tucker Thermal,BONNEVILLE,Alberta,21548,211114,Non-Conventional Oil Extraction,Extraction de pétrole par des méthodes non classiques,Husky Oil Operations Limited,Husky Oil Operations Limited,529775.8585,12.6339,353.7492,3.0133,798.5245,530928.1322
G10395,2013,Burlington Automotive Catalyst Manufacturing Plant,BURLINGTON,Ontario,4438,325999,All Other Miscellaneous Chemical Product Manufacturing,Fabrication de tous les autres produits chimiques divers,Umicore Autocat Corp,Umicore Autocat Corp,2781.899902,0.055,1.54,0.049,12.985,2796.424902
G10396,2013,Varennes Plant,VARENNES,Quebec,11616,325190,Other Basic Organic Chemical Manufacturing,Fabrication d'autres produits chimiques organiques de base,GreenField Specialty Alcohols Inc.,Greenfield Specialty Alcohols Inc.,60891.89844,1.2,33.6,1.07,283.55,61209.04844
G10397,2013,Wheat City Metals,REGINA,Saskatchewan,3772,339990,All Other Miscellaneous Manufacturing,Toutes les autres activités diverses de fabrication,General Scrap Partnership,General Scrap Partnership,1939.540039,0.018,0.504,0.007,1.855,1941.899039
G10398,2013,Sudbury Nickel Smelter Complex,FALCONBRIDGE,Ontario,1236,331410,Non-Ferrous Metal (except Aluminum) Smelting and Refining,"Fonte et affinage de métaux non ferreux, sauf l'aluminium",Glencore Canada Corporation,,115849.3854,0.6349,17.7772,0.5759,152.6135,116019.7761
G10399,2013,Dillon / Brule Mine,CHETWYND,British Columbia,20078,212114,Bituminous Coal Mining,Extraction de charbon bitumineux,Walter Canadian Coal Partnership,,58399.01154,63.32205,1773.0174,8.68,2300.2,62472.22893
G10400,2013,Wolverine Group- Perry Creek Mine,TUMBLER RIDGE,British Columbia,20116,212114,Bituminous Coal Mining,Extraction de charbon bitumineux,Walter Canadian Coal Partnership,,88836.88916,70.00873,1960.24444,13.355326,3539.16139,94336.29499
G10401,2013,Usine de triage Lachenaie,TERREBONNE,Quebec,6370,562990,All Other Waste Management Services,Tous les autres services de gestion des déchets,BFI Usine de triage Lachenaie Ltée.,BFI Usine de triage Lachenaie Ltée.,0,12761.24,357314.72,0,0,357314.72
G10402,2013,Cheviot Mine (Cardinal River Operations),HINTON,Alberta,6895,212114,Bituminous Coal Mining,Extraction de charbon bitumineux,Teck Coal Limited,Teck Coal Limited,91278.08984,1063.08,29766.24,28.279999,7494.199735,128538.5296
G10404,2013,Duffin Creek WPCP,PICKERING,Ontario,4908,221320,Sewage Treatment Facilities,Installations d'épuration des eaux usées,Regional Municipality of Durham,Region of Durham,7621,0.792,22.176,165.81,43939.65,51582.826
G10406,2013,Pod One,FORT MCMURRAY,Alberta,22750,211114,Non-Conventional Oil Extraction,Extraction de pétrole par des méthodes non classiques,Connacher Oil and Gas Limited,Connacher Oil and Gas Limited,223684.4068,154.760805,4333.30254,3.5185,932.4025,228950.1119
G10407,2013,Greenfield Energy Centre,COURTRIGHT,Ontario,11581,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,"Greenfield Energy Centre, LP","Greenfield Energy Centre, LP",696959.527,181.809006,5090.652168,18.181,4817.965,706868.1442
G10408,2013,Horizon Oil Sands Processing Plant and Mine,FORT MCMURRAY,Alberta,23275,211114,Non-Conventional Oil Extraction,Extraction de pétrole par des méthodes non classiques,Canadian Natural Resources Limited,Canadian Natural Resources Limited,3465112.058,42333.22405,1185330.273,50.9092,13490.938,4663975.498
G10409,2013,Jackfish 1 SAGD Plant,CONKIN,Alberta,22267,211114,Non-Conventional Oil Extraction,Extraction de pétrole par des méthodes non classiques,Devon Canada Corporation,Devon Canada Corporation,688725.9767,218.895699,6129.079572,3.9666,1051.149,695906.2053
G10410,2013,Kapuskasing Power Plant,KAPUSKASING,Ontario,10404,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Atlantic Power LP,,123596.6016,32.241501,902.762028,3.22415,854.39975,125353.7633
G10411,2013,Minnedosa Ethanol Plant,MINNEDOSA,Manitoba,6853,325190,Other Basic Organic Chemical Manufacturing,Fabrication d'autres produits chimiques organiques de base,Husky Oil Operations Limited,Husky Oil Operations Limited,81651.67969,1.585,44.38,1.216,322.24,82018.29969
G10412,2013,Orion Complex,COLD LAKE,Alberta,22493,211114,Non-Conventional Oil Extraction,Extraction de pétrole par des méthodes non classiques,Shell Canada Limited,,183804.8248,56.564301,1583.800428,3.2143,851.7895,186240.4147
G10413,2013,Portlands Energy Centre,TORONTO,Ontario,11803,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Portlands Energy Centre LP,Portlands Energy Centre LP,336741,87.25,2443,8.77,2324.05,341508.05
G10414,2013,Surmont SAGD Commercial Battery,ANZAC,Alberta,22141,211114,Non-Conventional Oil Extraction,Extraction de pétrole par des méthodes non classiques,ConocoPhillips Canada Resources Corp.,ConocoPhillips Canada,544875.2115,25.169,704.732,2.955,783.075,546363.0185
G10415,2013,Tiverton Plant,TIVERTON,Ontario,209,325190,Other Basic Organic Chemical Manufacturing,Fabrication d'autres produits chimiques organiques de base,GreenField Specialty Alcohols Inc.,Greenfield Specialty Alcohols Inc.,25123.06055,0.479,13.412,0.436,115.54,25252.01255
G10416,2013,ADM AGRI-INDUSTRIES - ADM Windsor,WINDSOR,Ontario,5694,311224,Oilseed Processing,Transformation des graines oléagineuses,ADM Agri-Industries,ADM,66590.29569,1.317,36.876,1.191,315.615,66942.78669
G10417,2013,Suffield Gas Storage Facility,MEDICINE HAT,Alberta,6619,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,AECO Gas Storage Partnership,,27738.31966,769.775017,21553.70048,0.606,160.59,49452.61013
G10419,2013,Vanscoy Potash Operations,VANSCOY,Saskatchewan,1177,212396,Potash Mining,Extraction de potasse,Agrium Inc.,Agrium,101964.7397,56.14,1571.92,2.58,683.7,104220.3597
G10420,2013,AltaSteel,EDMONTON,Alberta,1106,331110,Iron and Steel Mills and Ferro-Alloy Manufacturing,Sidérurgie,AltaSteel Ltd.,,76980.42444,1.02,28.56,0.871,230.815,77239.79944
G10421,2013,Baymag Exshaw Operations,EXSHAW,Alberta,6972,327990,All Other Non-Metallic Mineral Product Manufacturing,Fabrication de tous les autres produits minéraux non métalliques,Baymag Inc.,,123716.6387,0.6036,16.9008,0.6179,163.7435,123897.283
G10423,2013,Bunge Canada - Hamilton Plant,HAMILTON,Ontario,161,311224,Oilseed Processing,Transformation des graines oléagineuses,Bunge Canada Holdings I ULC,Bunge Canada,48805.02734,0.9616,26.9248,0.867,229.755,49061.70714
G10425,2013,Ingredion Canada Incorporated  - Port Colborne Plant,PORT COLBORNE,Ontario,2695,311221,Wet Corn Milling,Mouture humide du maïs,Ingredion Canada Incorporated,Ingredion Canada Incorporated,72458.8358,1.4278,39.9784,2.599,688.735,73187.5492
G10426,2013,Canfor Taylor Pulp,TAYLOR,British Columbia,1257,322111,Mechanical Pulp Mills,Usines de pâte mécanique,Canadian Forest Products Ltd,Canfor,62372.64545,1.2292,34.4176,1.1833,313.5745,62720.63755
G10427,2013,CGC Hagersville Plant,HAGERSVILLE,Ontario,7195,327420,Gypsum Product Manufacturing,Fabrication de produits en gypse,Canadian Gypsum Company,Canadian Gypsum Company,48269.94904,1.0982,30.7496,0.8635,228.8275,48529.52613
G10428,2013,Galloway Gas Plant,EDSON,Alberta,16009,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,Canadian Natural Resources Limited,Canadian Natural Resources Limited,41685.40107,640.587599,17936.45277,11.5833,3069.5745,62691.42834
G10429,2013,Gold Creek Gas Plant,GRANDE PRAIRIE,Alberta,3753,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,Canadian Natural Resources Limited,Canadian Natural Resources Limited,44759.15145,614.505325,17206.1491,1.6375,433.9375,62399.23804
G10430,2013,Stoddart 02-34 Sour Gas Plant,CHARLIE LAKE,British Columbia,5286,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,Canadian Natural Resources Limited,Canadian Natural Resources Limited,81932.36763,89.746003,2512.888084,1.158,306.87,84752.12572
G10431,2013,Wild River Compressor Station,,Alberta,15212,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,Canadian Natural Resources Limited,Canadian Natural Resources Limited,34880.70556,713.185505,19969.19414,11.6972,3099.758,57949.65771
G10432,2013,North Bay,NORTH BAY,Ontario,10406,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Atlantic Power LP,,126718.7031,33.055939,925.566292,3.305594,875.98241,128520.2518
G10433,2013,Hartland Landfill,VICTORIA,British Columbia,18993,562210,Waste Treatment and Disposal,Traitement et élimination des déchets,Capital Regional District,,483.100006,3462.284057,96943.9536,0.0961,25.4665,97452.52011
G10438,2013,Suffield Oil Battery 01-27,MEDICINE HAT,Alberta,16766,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,Cenovus Energy Inc.,Cenovus,52565.79015,49.987706,1399.655768,1.11289,294.91585,54260.36177
G10439,2013,Vancouver Wallboard Plant,DELTA,British Columbia,7983,327420,Gypsum Product Manufacturing,Fabrication de produits en gypse,CertainTeed Gypsum Canada Inc,,21396.22,0.415,11.62,0.381,100.965,21508.805
G10440,2013,Langley Plant,LANGLEY,British Columbia,7821,327410,Lime Manufacturing,Fabrication de chaux,LHOIST NORTH AMERICA OF CANADA  INC.,,68869.8211,0.4479,12.5412,0.41,108.65,68991.01229
G10441,2013,Lethbridge Waste and Recycling Centre Disposal Site,LETHBRIDGE,Alberta,0,562210,Waste Treatment and Disposal,Traitement et élimination des déchets,City of Lethbridge,,520,3139.03,87892.84,0.02761,7.31665,88420.15665
G10442,2013,Landfill,SASKATOON,Saskatchewan,29001,562210,Waste Treatment and Disposal,Traitement et élimination des déchets,City of Saskatoon,,344.64864,4842.018027,135576.5048,0.116105,30.767825,135951.9212
G10443,2013,Vancouver Landfill,DELTA,British Columbia,25010,562210,Waste Treatment and Disposal,Traitement et élimination des déchets,City of Vancouver,City of Vancouver,4016.654801,12157.80808,340418.6261,0.77263,204.74695,344640.0279
G10444,2013,Kilcona Landfill,WINNIPEG,Manitoba,0,562210,Waste Treatment and Disposal,Traitement et élimination des déchets,"City of Winnipeg, Water & Waste Department",Water & Waste Department,6413,2338,65464,0,0,71877
G10445,2013,Cimenterie Kilmar,GRENVILLE-SUR-LA-ROUGE,Quebec,8599,327310,Cement Manufacturing,Fabrication de ciment,Colacem Canada inc,Colacem Canada inc,176036.8675,3.8624,108.1472,0.2108,55.862,176200.8767
G10446,2013,Berland Sweet Gas Plant,,Alberta,18373,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,ConocoPhillips Canada Operations Ltd.,ConocoPhillips Canada,58869.80111,444.269996,12439.55989,1.28,339.2,71648.56099
G10447,2013,Noel Sweet Gas Plant,,British Columbia,15714,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,ConocoPhillips Canada (BRC) Partnership,ConocoPhillips Canada,50664.91949,57.1,1598.8,0.81,214.65,52478.3695
G10451,2013,Narraway Gas Plant,,Alberta,0,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,Devon Canada Corporation,Devon Canada Corporation,53932.59784,177.100899,4958.825172,2.7069,717.3285,59608.75151
G10452,2013,Domtar Usine de Windsor,WINDSOR,Quebec,1195,322121,Paper (except Newsprint) Mills,"Usines de papier, sauf le papier journal",Domtar Inc.,Domtar,70859,367.339991,10285.51975,33.8473,8969.5345,90153.31425
G10453,2013,East Windsor Cogeneration Centre,WINDSOR,Ontario,11791,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,East Windsor Cogeneration LP,,54278.60156,14.159,396.452,1.416,375.24,55050.29356
G10454,2013,Gunnell Comp Stn b-023-F,,British Columbia,16667,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,Endurance Energy Ltd.,,63133.77019,2089.35299,58501.88372,1.760004,466.40106,122102.055
G10455,2013,Resthaven Sweet Gas Plant 08-11,,Alberta,27963,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,Pembina Pipeline Corporation,,43007.17056,1055.104596,29542.92869,1.2387,328.2555,72878.35476
G10456,2013,Sexsmith Sour Gas Plant,,Alberta,4823,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,Encana Corporation,Encana Corporation,57728.06525,20.719,580.132,0.653,173.045,58481.24225
G10457,2013,Sierra Sour Gas Plant,,British Columbia,16765,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,Endurance Energy Ltd.,,85341.32282,556.166006,15572.64817,1.782149,472.269485,101386.2405
G10458,2013,Steeprock Sour Gas Plant,,British Columbia,21451,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,Veresen Energy Infrastructure Inc.,,100621.0781,49.721001,1392.188028,0.745,197.425,102210.6912
G10459,2013,Pearl Street Steam Plant,TORONTO,Ontario,7656,221330,Steam and Air-Conditioning Supply,Production de vapeur et conditionnement de l'air,Enwave Energy Corporation,,110065.5391,2.153,60.284,1.927,510.655,110636.4781
G10460,2013,Walton Street Steam Plant,TORONTO,Ontario,7657,221330,Steam and Air-Conditioning Supply,Production de vapeur et conditionnement de l'air,Enwave Energy Corporation,,85669.46875,1.669,46.732,1.498,396.97,86113.17075
G10461,2013,Gold Bar Wastewater Treatment Plant,EDMONTON,Alberta,5390,221320,Sewage Treatment Facilities,Installations d'épuration des eaux usées,EPCOR Water Services Inc.,,25090,46.75,1309,49.580002,13138.70053,39537.70053
G10462,2013,Essar Power Canada Ltd,SAULT STE. MARIE,Ontario,11793,221119,Other Electric Power Generation,Autres activités de production d'électricité,Essar Power Canada Ltd.,,1751097,550.710999,15419.90797,12.335,3268.775,1769785.683
G10465,2013,Foster Creek SAGD Bitumen Battery (with Cogen),BONNYVILLE,Alberta,6627,211114,Non-Conventional Oil Extraction,Extraction de pétrole par des méthodes non classiques,"Cenovus FCCL Ltd., as operator for FCCL Partnership",Cenovus FCCL Ltd.,2182712.206,99.633601,2789.740828,25.862501,6853.562765,2192355.509
G10466,2013,Flakeboard Company Limited,SAULT STE MARIE,Ontario,5885,321216,Particle Board and Fibreboard Mills,Usines de panneaux de particules et de fibres,Flakeboard Company Limited,Flakeboard,42097.25047,0.87942,24.62376,0.743,196.895,42318.76923
G10467,2013,Oakville Assembly Plant,OAKVILLE,Ontario,3419,336110,Automobile and Light-Duty Motor Vehicle Manufacturing,Fabrication de voitures et de véhicules automobiles légers,"Ford Motor Company of Canada, Limited",,71273.81262,1.448,40.544,1.508,399.62,71713.97663
G10468,2013,Musselwhite Mine,KENORA DISTRICT,Ontario,5656,212220,Gold and Silver Ore Mining,Extraction de minerais d'or et d'argent,GOLDCORP CANADA LTD,Musselwhite Mine,49373.72571,2.275,63.7,4.672,1238.08,50749.60571
G10469,2013,Goreway Power Station,BRAMPTON,Ontario,11659,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Goreway Station Partnership,,566272.9705,147.485001,4129.580028,14.763,3912.195,574314.7455
G10470,2013,Metro Vancouver Waste-to-Energy Facility,BURNABY,British Columbia,362,562210,Waste Treatment and Disposal,Traitement et élimination des déchets,Greater Vancouver Sewerage and Drainage District,Metro Vancouver,114447,1.342,37.576,2.101,556.765,115041.341
G10471,2013,Green Lane Landfill,ST. THOMAS,Ontario,11685,562210,Waste Treatment and Disposal,Traitement et élimination des déchets,Green Lane Landfill,Green Lane Landfill,117.870003,3099.83587,86795.40436,0.008487,2.249055,86915.52342
G10472,2013,Johnstown Plant,PRESCOTT,Ontario,11684,325190,Other Basic Organic Chemical Manufacturing,Fabrication d'autres produits chimiques organiques de base,GreenField Johnstown Limited Partnership,,88088.20313,1.73,48.44,1.55,410.75,88547.39313
G10475,2013,Lloydminster Refinery,LLOYDMINSTER,Alberta,403,324110,Petroleum Refineries,Raffineries de pétrole,Husky Oil Operations Limited,Husky Oil Operations Limited,88762.22419,7.082,198.296,1.2924,342.486,89303.00619
G10476,2013,Rainbow Lake Gas plant,RAINBOW LAKE,Alberta,1439,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,Husky Oil Operations Limited,Husky Oil Operations Limited,55111.09454,85.344099,2389.634772,0.9457,250.6105,57751.33982
G10478,2013,IGPC Ethanol Inc. - Aylmer Plant,AYLMER,Ontario,11696,325190,Other Basic Organic Chemical Manufacturing,Fabrication d'autres produits chimiques organiques de base,Integrated Grain Processors Co-operative Incorporated,IGPC Ethanol Inc.,60816.2,2.515283,70.427924,1.083446,287.11319,61173.74111
G10479,2013,INVISTA (Canada) Company,KINGSTON,Ontario,3422,325220,Artificial and Synthetic Fibres and Filaments Manufacturing,Fabrication de fibres et de filaments artificiels et synthétiques,INVISTA (Canada) Company,,83552.07963,1.630138,45.643864,1.494477,396.036405,83993.7599
